code,prefecture,prefecture_kana,municipality,municipality_kana
473502,沖縄県,ｵｷﾅﾜｹﾝ,南風原町,ﾊｴﾊﾞﾙﾁｮｳ
473537,沖縄県,ｵｷﾅﾜｹﾝ,渡嘉敷村,ﾄｶｼｷｿﾝ
473545,沖縄県,ｵｷﾅﾜｹﾝ,座間味村,ｻﾞﾏﾐｿﾝ
473553,沖縄県,ｵｷﾅﾜｹﾝ,粟国村,ｱｸﾞﾆｿﾝ
473561,沖縄県,ｵｷﾅﾜｹﾝ,渡名喜村,ﾄﾅｷｿﾝ
473570,沖縄県,ｵｷﾅﾜｹﾝ,南大東村,ﾐﾅﾐﾀﾞｲﾄｳｿﾝ
473588,沖縄県,ｵｷﾅﾜｹﾝ,北大東村,ｷﾀﾀﾞｲﾄｳｿﾝ
473596,沖縄県,ｵｷﾅﾜｹﾝ,伊平屋村,ｲﾍﾔｿﾝ
473600,沖縄県,ｵｷﾅﾜｹﾝ,伊是名村,ｲｾﾞﾅｿﾝ
473618,沖縄県,ｵｷﾅﾜｹﾝ,久米島町,ｸﾒｼﾞﾏﾁｮｳ
473626,沖縄県,ｵｷﾅﾜｹﾝ,八重瀬町,ﾔｴｾﾁｮｳ
473758,沖縄県,ｵｷﾅﾜｹﾝ,多良間村,ﾀﾗﾏｿﾝ
473812,沖縄県,ｵｷﾅﾜｹﾝ,竹富町,ﾀｹﾄﾐﾁｮｳ
473821,沖縄県,ｵｷﾅﾜｹﾝ,与那国町,ﾖﾅｸﾞﾆﾁｮｳ
