code,prefecture,prefecture_kana,municipality,municipality_kana
282162,兵庫県,ﾋｮｳｺﾞｹﾝ,高砂市,ﾀｶｻｺﾞｼ
282171,兵庫県,ﾋｮｳｺﾞｹﾝ,川西市,ｶﾜﾆｼｼ
282189,兵庫県,ﾋｮｳｺﾞｹﾝ,小野市,ｵﾉｼ
282197,兵庫県,ﾋｮｳｺﾞｹﾝ,三田市,ｻﾝﾀﾞｼ
282201,兵庫県,ﾋｮｳｺﾞｹﾝ,加西市,ｶｻｲｼ
282219,兵庫県,ﾋｮｳｺﾞｹﾝ,丹波篠山市,ﾀﾝﾊﾞｻｻﾔﾏｼ
282227,兵庫県,ﾋｮｳｺﾞｹﾝ,養父市,ﾔﾌﾞｼ
282235,兵庫県,ﾋｮｳｺﾞｹﾝ,丹波市,ﾀﾝﾊﾞｼ
282243,兵庫県,ﾋｮｳｺﾞｹﾝ,南あわじ市,ﾐﾅﾐｱﾜｼﾞｼ
282251,兵庫県,ﾋｮｳｺﾞｹﾝ,朝来市,ｱｻｺﾞｼ
282260,兵庫県,ﾋｮｳｺﾞｹﾝ,淡路市,ｱﾜｼﾞｼ
282278,兵庫県,ﾋｮｳｺﾞｹﾝ,宍粟市,ｼｿｳｼ
282286,兵庫県,ﾋｮｳｺﾞｹﾝ,加東市,ｶﾄｳｼ
282294,兵庫県,ﾋｮｳｺﾞｹﾝ,たつの市,ﾀﾂﾉｼ
283011,兵庫県,ﾋｮｳｺﾞｹﾝ,猪名川町,ｲﾅｶﾞﾜﾁｮｳ
283657,兵庫県,ﾋｮｳｺﾞｹﾝ,多可町,ﾀｶﾁｮｳ
283819,兵庫県,ﾋｮｳｺﾞｹﾝ,稲美町,ｲﾅﾐﾁｮｳ
283827,兵庫県,ﾋｮｳｺﾞｹﾝ,播磨町,ﾊﾘﾏﾁｮｳ
284424,兵庫県,ﾋｮｳｺﾞｹﾝ,市川町,ｲﾁｶﾜﾁｮｳ
284432,兵庫県,ﾋｮｳｺﾞｹﾝ,福崎町,ﾌｸｻｷﾁｮｳ
284467,兵庫県,ﾋｮｳｺﾞｹﾝ,神河町,ｶﾐｶﾜﾁｮｳ
284645,兵庫県,ﾋｮｳｺﾞｹﾝ,太子町,ﾀｲｼﾁｮｳ
284815,兵庫県,ﾋｮｳｺﾞｹﾝ,上郡町,ｶﾐｺﾞｵﾘﾁｮｳ
285013,兵庫県,ﾋｮｳｺﾞｹﾝ,佐用町,ｻﾖｳﾁｮｳ
285854,兵庫県,ﾋｮｳｺﾞｹﾝ,香美町,ｶﾐﾁｮｳ
285862,兵庫県,ﾋｮｳｺﾞｹﾝ,新温泉町,ｼﾝｵﾝｾﾝﾁｮｳ
290009,奈良県,ﾅﾗｹﾝ,,
292010,奈良県,ﾅﾗｹﾝ,奈良市,ﾅﾗｼ
292028,奈良県,ﾅﾗｹﾝ,大和高田市,ﾔﾏﾄﾀｶﾀﾞｼ
292036,奈良県,ﾅﾗｹﾝ,大和郡山市,ﾔﾏﾄｺｵﾘﾔﾏｼ
292044,奈良県,ﾅﾗｹﾝ,天理市,ﾃﾝﾘｼ
292052,奈良県,ﾅﾗｹﾝ,橿原市,ｶｼﾊﾗｼ
292061,奈良県,ﾅﾗｹﾝ,桜井市,ｻｸﾗｲｼ
292079,奈良県,ﾅﾗｹﾝ,五條市,ｺﾞｼﾞｮｳｼ
292087,奈良県,ﾅﾗｹﾝ,御所市,ｺﾞｾｼ
292095,奈良県,ﾅﾗｹﾝ,生駒市,ｲｺﾏｼ
292109,奈良県,ﾅﾗｹﾝ,香芝市,ｶｼﾊﾞｼ
292117,奈良県,ﾅﾗｹﾝ,葛城市,ｶﾂﾗｷﾞｼ
292125,奈良県,ﾅﾗｹﾝ,宇陀市,ｳﾀﾞｼ
293229,奈良県,ﾅﾗｹﾝ,山添村,ﾔﾏｿﾞｴﾑﾗ
293423,奈良県,ﾅﾗｹﾝ,平群町,ﾍｸﾞﾘﾁｮｳ
293431,奈良県,ﾅﾗｹﾝ,三郷町,ｻﾝｺﾞｳﾁｮｳ
293440,奈良県,ﾅﾗｹﾝ,斑鳩町,ｲｶﾙｶﾞﾁｮｳ
293458,奈良県,ﾅﾗｹﾝ,安堵町,ｱﾝﾄﾞﾁｮｳ
293610,奈良県,ﾅﾗｹﾝ,川西町,ｶﾜﾆｼﾁｮｳ
293628,奈良県,ﾅﾗｹﾝ,三宅町,ﾐﾔｹﾁｮｳ
293636,奈良県,ﾅﾗｹﾝ,田原本町,ﾀﾜﾗﾓﾄﾁｮｳ
293857,奈良県,ﾅﾗｹﾝ,曽爾村,ｿﾆﾑﾗ
293865,奈良県,ﾅﾗｹﾝ,御杖村,ﾐﾂｴﾑﾗ
294012,奈良県,ﾅﾗｹﾝ,高取町,ﾀｶﾄﾘﾁｮｳ
294021,奈良県,ﾅﾗｹﾝ,明日香村,ｱｽｶﾑﾗ
294241,奈良県,ﾅﾗｹﾝ,上牧町,ｶﾝﾏｷﾁｮｳ
294250,奈良県,ﾅﾗｹﾝ,王寺町,ｵｳｼﾞﾁｮｳ
294268,奈良県,ﾅﾗｹﾝ,広陵町,ｺｳﾘﾖｳﾁｮｳ
294276,奈良県,ﾅﾗｹﾝ,河合町,ｶﾜｲﾁｮｳ
294411,奈良県,ﾅﾗｹﾝ,吉野町,ﾖｼﾉﾁｮｳ
294420,奈良県,ﾅﾗｹﾝ,大淀町,ｵｵﾖﾄﾞﾁｮｳ
294438,奈良県,ﾅﾗｹﾝ,下市町,ｼﾓｲﾁﾁｮｳ
294446,奈良県,ﾅﾗｹﾝ,黒滝村,ｸﾛﾀｷﾑﾗ
294462,奈良県,ﾅﾗｹﾝ,天川村,ﾃﾝｶﾜﾑﾗ
294471,奈良県,ﾅﾗｹﾝ,野迫川村,ﾉｾｶﾞﾜﾑﾗ
294497,奈良県,ﾅﾗｹﾝ,十津川村,ﾄﾂｶﾜﾑﾗ
294501,奈良県,ﾅﾗｹﾝ,下北山村,ｼﾓｷﾀﾔﾏﾑﾗ
294519,奈良県,ﾅﾗｹﾝ,上北山村,ｶﾐｷﾀﾔﾏﾑﾗ
294527,奈良県,ﾅﾗｹﾝ,川上村,ｶﾜｶﾐﾑﾗ
294535,奈良県,ﾅﾗｹﾝ,東吉野村,ﾋｶﾞｼﾖｼﾉﾑﾗ
300004,和歌山県,ﾜｶﾔﾏｹﾝ,,
302015,和歌山県,ﾜｶﾔﾏｹﾝ,和歌山市,ﾜｶﾔﾏｼ
302023,和歌山県,ﾜｶﾔﾏｹﾝ,海南市,ｶｲﾅﾝｼ
302031,和歌山県,ﾜｶﾔﾏｹﾝ,橋本市,ﾊｼﾓﾄｼ
302040,和歌山県,ﾜｶﾔﾏｹﾝ,有田市,ｱﾘﾀﾞｼ
302058,和歌山県,ﾜｶﾔﾏｹﾝ,御坊市,ｺﾞﾎﾞｳｼ
302066,和歌山県,ﾜｶﾔﾏｹﾝ,田辺市,ﾀﾅﾍﾞｼ
302074,和歌山県,ﾜｶﾔﾏｹﾝ,新宮市,ｼﾝｸﾞｳｼ
302082,和歌山県,ﾜｶﾔﾏｹﾝ,紀の川市,ｷﾉｶﾜｼ
302091,和歌山県,ﾜｶﾔﾏｹﾝ,岩出市,ｲﾜﾃﾞｼ
303046,和歌山県,ﾜｶﾔﾏｹﾝ,紀美野町,ｷﾐﾉﾁｮｳ
303411,和歌山県,ﾜｶﾔﾏｹﾝ,かつらぎ町,ｶﾂﾗｷﾞﾁｮｳ
303437,和歌山県,ﾜｶﾔﾏｹﾝ,九度山町,ｸﾄﾞﾔﾏﾁｮｳ
303445,和歌山県,ﾜｶﾔﾏｹﾝ,高野町,ｺｳﾔﾁｮｳ
303615,和歌山県,ﾜｶﾔﾏｹﾝ,湯浅町,ﾕｱｻﾁｮｳ
303623,和歌山県,ﾜｶﾔﾏｹﾝ,広川町,ﾋﾛｶﾞﾜﾁｮｳ
303666,和歌山県,ﾜｶﾔﾏｹﾝ,有田川町,ｱﾘﾀﾞｶﾞﾜﾁｮｳ
303810,和歌山県,ﾜｶﾔﾏｹﾝ,美浜町,ﾐﾊﾏﾁｮｳ
303828,和歌山県,ﾜｶﾔﾏｹﾝ,日高町,ﾋﾀﾞｶﾁｮｳ
303836,和歌山県,ﾜｶﾔﾏｹﾝ,由良町,ﾕﾗﾁｮｳ
303909,和歌山県,ﾜｶﾔﾏｹﾝ,印南町,ｲﾅﾐﾁｮｳ
303917,和歌山県,ﾜｶﾔﾏｹﾝ,みなべ町,ﾐﾅﾍﾞﾁｮｳ
303925,和歌山県,ﾜｶﾔﾏｹﾝ,日高川町,ﾋﾀﾞｶｶﾞﾜﾁｮｳ
304018,和歌山県,ﾜｶﾔﾏｹﾝ,白浜町,ｼﾗﾊﾏﾁｮｳ
304042,和歌山県,ﾜｶﾔﾏｹﾝ,上富田町,ｶﾐﾄﾝﾀﾞﾁｮｳ
304069,和歌山県,ﾜｶﾔﾏｹﾝ,すさみ町,ｽｻﾐﾁｮｳ
304212,和歌山県,ﾜｶﾔﾏｹﾝ,那智勝浦町,ﾅﾁｶﾂｳﾗﾁｮｳ
304221,和歌山県,ﾜｶﾔﾏｹﾝ,太地町,ﾀｲｼﾞﾁｮｳ
304247,和歌山県,ﾜｶﾔﾏｹﾝ,古座川町,ｺｻﾞｶﾞﾜﾁｮｳ
304271,和歌山県,ﾜｶﾔﾏｹﾝ,北山村,ｷﾀﾔﾏﾑﾗ
304280,和歌山県,ﾜｶﾔﾏｹﾝ,串本町,ｸｼﾓﾄﾁｮｳ
310000,鳥取県,ﾄｯﾄﾘｹﾝ,,
312011,鳥取県,ﾄｯﾄﾘｹﾝ,鳥取市,ﾄｯﾄﾘｼ
312029,鳥取県,ﾄｯﾄﾘｹﾝ,米子市,ﾖﾅｺﾞｼ
312037,鳥取県,ﾄｯﾄﾘｹﾝ,倉吉市,ｸﾗﾖｼｼ
312045,鳥取県,ﾄｯﾄﾘｹﾝ,境港市,ｻｶｲﾐﾅﾄｼ
313025,鳥取県,ﾄｯﾄﾘｹﾝ,岩美町,ｲﾜﾐﾁｮｳ
313254,鳥取県,ﾄｯﾄﾘｹﾝ,若桜町,ﾜｶｻﾁｮｳ
313289,鳥取県,ﾄｯﾄﾘｹﾝ,智頭町,ﾁﾂﾞﾁｮｳ
313297,鳥取県,ﾄｯﾄﾘｹﾝ,八頭町,ﾔｽﾞﾁｮｳ
313645,鳥取県,ﾄｯﾄﾘｹﾝ,三朝町,ﾐｻｻﾁｮｳ
313700,鳥取県,ﾄｯﾄﾘｹﾝ,湯梨浜町,ﾕﾘﾊﾏﾁｮｳ
313718,鳥取県,ﾄｯﾄﾘｹﾝ,琴浦町,ｺﾄｳﾗﾁｮｳ
313726,鳥取県,ﾄｯﾄﾘｹﾝ,北栄町,ﾎｸｴｲﾁｮｳ
313840,鳥取県,ﾄｯﾄﾘｹﾝ,日吉津村,ﾋｴﾂﾞｿﾝ
313866,鳥取県,ﾄｯﾄﾘｹﾝ,大山町,ﾀﾞｲｾﾝﾁｮｳ
313891,鳥取県,ﾄｯﾄﾘｹﾝ,南部町,ﾅﾝﾌﾞﾁｮｳ
313904,鳥取県,ﾄｯﾄﾘｹﾝ,伯耆町,ﾎｳｷﾁｮｳ
314013,鳥取県,ﾄｯﾄﾘｹﾝ,日南町,ﾆﾁﾅﾝﾁｮｳ
314021,鳥取県,ﾄｯﾄﾘｹﾝ,日野町,ﾋﾉﾁｮｳ
314030,鳥取県,ﾄｯﾄﾘｹﾝ,江府町,ｺｳﾌﾁｮｳ
320005,島根県,ｼﾏﾈｹﾝ,,
322016,島根県,ｼﾏﾈｹﾝ,松江市,ﾏﾂｴｼ
322024,島根県,ｼﾏﾈｹﾝ,浜田市,ﾊﾏﾀﾞｼ
322032,島根県,ｼﾏﾈｹﾝ,出雲市,ｲｽﾞﾓｼ
322041,島根県,ｼﾏﾈｹﾝ,益田市,ﾏｽﾀﾞｼ
322059,島根県,ｼﾏﾈｹﾝ,大田市,ｵｵﾀﾞｼ
322067,島根県,ｼﾏﾈｹﾝ,安来市,ﾔｽｷﾞｼ
322075,島根県,ｼﾏﾈｹﾝ,江津市,ｺﾞｳﾂｼ
322091,島根県,ｼﾏﾈｹﾝ,雲南市,ｳﾝﾅﾝｼ
323438,島根県,ｼﾏﾈｹﾝ,奥出雲町,ｵｸｲｽﾞﾓﾁｮｳ
323861,島根県,ｼﾏﾈｹﾝ,飯南町,ｲｲﾅﾝﾁｮｳ
324418,島根県,ｼﾏﾈｹﾝ,川本町,ｶﾜﾓﾄﾏﾁ
324485,島根県,ｼﾏﾈｹﾝ,美郷町,ﾐｻﾄﾁｮｳ
324493,島根県,ｼﾏﾈｹﾝ,邑南町,ｵｵﾅﾝﾁｮｳ
325015,島根県,ｼﾏﾈｹﾝ,津和野町,ﾂﾜﾉﾁｮｳ
325058,島根県,ｼﾏﾈｹﾝ,吉賀町,ﾖｼｶﾁｮｳ
325252,島根県,ｼﾏﾈｹﾝ,海士町,ｱﾏﾁｮｳ
325261,島根県,ｼﾏﾈｹﾝ,西ノ島町,ﾆｼﾉｼﾏﾁｮｳ
325279,島根県,ｼﾏﾈｹﾝ,知夫村,ﾁﾌﾞﾑﾗ
325287,島根県,ｼﾏﾈｹﾝ,隠岐の島町,ｵｷﾉｼﾏﾁｮｳ
330001,岡山県,ｵｶﾔﾏｹﾝ,,
331007,岡山県,ｵｶﾔﾏｹﾝ,岡山市,ｵｶﾔﾏｼ
332020,岡山県,ｵｶﾔﾏｹﾝ,倉敷市,ｸﾗｼｷｼ
332038,岡山県,ｵｶﾔﾏｹﾝ,津山市,ﾂﾔﾏｼ
332046,岡山県,ｵｶﾔﾏｹﾝ,玉野市,ﾀﾏﾉｼ
332054,岡山県,ｵｶﾔﾏｹﾝ,笠岡市,ｶｻｵｶｼ
332071,岡山県,ｵｶﾔﾏｹﾝ,井原市,ｲﾊﾞﾗｼ
332089,岡山県,ｵｶﾔﾏｹﾝ,総社市,ｿｳｼﾞﾔｼ
332097,岡山県,ｵｶﾔﾏｹﾝ,高梁市,ﾀｶﾊｼｼ
332101,岡山県,ｵｶﾔﾏｹﾝ,新見市,ﾆｲﾐｼ
332119,岡山県,ｵｶﾔﾏｹﾝ,備前市,ﾋﾞｾﾞﾝｼ
332127,岡山県,ｵｶﾔﾏｹﾝ,瀬戸内市,ｾﾄｳﾁｼ
332135,岡山県,ｵｶﾔﾏｹﾝ,赤磐市,ｱｶｲﾜｼ
332143,岡山県,ｵｶﾔﾏｹﾝ,真庭市,ﾏﾆﾜｼ
332151,岡山県,ｵｶﾔﾏｹﾝ,美作市,ﾐﾏｻｶｼ
332160,岡山県,ｵｶﾔﾏｹﾝ,浅口市,ｱｻｸﾁｼ
333468,岡山県,ｵｶﾔﾏｹﾝ,和気町,ﾜｹﾁｮｳ
334235,岡山県,ｵｶﾔﾏｹﾝ,早島町,ﾊﾔｼﾏﾁｮｳ
334456,岡山県,ｵｶﾔﾏｹﾝ,里庄町,ｻﾄｼｮｳﾁｮｳ
334618,岡山県,ｵｶﾔﾏｹﾝ,矢掛町,ﾔｶｹﾞﾁｮｳ
335860,岡山県,ｵｶﾔﾏｹﾝ,新庄村,ｼﾝｼﾞﾖｳｿﾝ
336068,岡山県,ｵｶﾔﾏｹﾝ,鏡野町,ｶｶﾞﾐﾉﾁｮｳ
336220,岡山県,ｵｶﾔﾏｹﾝ,勝央町,ｼｮｳｵｳﾁｮｳ
336238,岡山県,ｵｶﾔﾏｹﾝ,奈義町,ﾅｷﾞﾁｮｳ
336432,岡山県,ｵｶﾔﾏｹﾝ,西粟倉村,ﾆｼｱﾜｸﾗｿﾝ
336637,岡山県,ｵｶﾔﾏｹﾝ,久米南町,ｸﾒﾅﾝﾁｮｳ
336661,岡山県,ｵｶﾔﾏｹﾝ,美咲町,ﾐｻｷﾁｮｳ
336815,岡山県,ｵｶﾔﾏｹﾝ,吉備中央町,ｷﾋﾞﾁｭｳｵｳﾁｮｳ
340006,広島県,ﾋﾛｼﾏｹﾝ,,
341002,広島県,ﾋﾛｼﾏｹﾝ,広島市,ﾋﾛｼﾏｼ
342025,広島県,ﾋﾛｼﾏｹﾝ,呉市,ｸﾚｼ
342033,広島県,ﾋﾛｼﾏｹﾝ,竹原市,ﾀｹﾊﾗｼ
342041,広島県,ﾋﾛｼﾏｹﾝ,三原市,ﾐﾊﾗｼ
342050,広島県,ﾋﾛｼﾏｹﾝ,尾道市,ｵﾉﾐﾁｼ
342076,広島県,ﾋﾛｼﾏｹﾝ,福山市,ﾌｸﾔﾏｼ
342084,広島県,ﾋﾛｼﾏｹﾝ,府中市,ﾌﾁｭｳｼ
342092,広島県,ﾋﾛｼﾏｹﾝ,三次市,ﾐﾖｼｼ
342106,広島県,ﾋﾛｼﾏｹﾝ,庄原市,ｼｮｳﾊﾞﾗｼ
342114,広島県,ﾋﾛｼﾏｹﾝ,大竹市,ｵｵﾀｹｼ
342122,広島県,ﾋﾛｼﾏｹﾝ,東広島市,ﾋｶﾞｼﾋﾛｼﾏｼ
342131,広島県,ﾋﾛｼﾏｹﾝ,廿日市市,ﾊﾂｶｲﾁｼ
342149,広島県,ﾋﾛｼﾏｹﾝ,安芸高田市,ｱｷﾀｶﾀｼ
342157,広島県,ﾋﾛｼﾏｹﾝ,江田島市,ｴﾀｼﾞﾏｼ
343021,広島県,ﾋﾛｼﾏｹﾝ,府中町,ﾌﾁｭｳﾁｮｳ
343048,広島県,ﾋﾛｼﾏｹﾝ,海田町,ｶｲﾀﾁｮｳ
343072,広島県,ﾋﾛｼﾏｹﾝ,熊野町,ｸﾏﾉﾁｮｳ
343099,広島県,ﾋﾛｼﾏｹﾝ,坂町,ｻｶﾁｮｳ
343684,広島県,ﾋﾛｼﾏｹﾝ,安芸太田町,ｱｷｵｵﾀﾁｮｳ
343692,広島県,ﾋﾛｼﾏｹﾝ,北広島町,ｷﾀﾋﾛｼﾏﾁｮｳ
344311,広島県,ﾋﾛｼﾏｹﾝ,大崎上島町,ｵｵｻｷｶﾐｼﾞﾏﾁｮｳ
344621,広島県,ﾋﾛｼﾏｹﾝ,世羅町,ｾﾗﾁｮｳ
345458,広島県,ﾋﾛｼﾏｹﾝ,神石高原町,ｼﾞﾝｾｷｺｳｹﾞﾝﾁｮｳ
350001,山口県,ﾔﾏｸﾞﾁｹﾝ,,
352012,山口県,ﾔﾏｸﾞﾁｹﾝ,下関市,ｼﾓﾉｾｷｼ
352021,山口県,ﾔﾏｸﾞﾁｹﾝ,宇部市,ｳﾍﾞｼ
352039,山口県,ﾔﾏｸﾞﾁｹﾝ,山口市,ﾔﾏｸﾞﾁｼ
352047,山口県,ﾔﾏｸﾞﾁｹﾝ,萩市,ﾊｷﾞｼ
352063,山口県,ﾔﾏｸﾞﾁｹﾝ,防府市,ﾎｳﾌｼ
352071,山口県,ﾔﾏｸﾞﾁｹﾝ,下松市,ｸﾀﾞﾏﾂｼ
352080,山口県,ﾔﾏｸﾞﾁｹﾝ,岩国市,ｲﾜｸﾆｼ
352101,山口県,ﾔﾏｸﾞﾁｹﾝ,光市,ﾋｶﾘｼ
352110,山口県,ﾔﾏｸﾞﾁｹﾝ,長門市,ﾅｶﾞﾄｼ
352128,山口県,ﾔﾏｸﾞﾁｹﾝ,柳井市,ﾔﾅｲｼ
352136,山口県,ﾔﾏｸﾞﾁｹﾝ,美祢市,ﾐﾈｼ
352152,山口県,ﾔﾏｸﾞﾁｹﾝ,周南市,ｼｭｳﾅﾝｼ
352161,山口県,ﾔﾏｸﾞﾁｹﾝ,山陽小野田市,ｻﾝﾖｳｵﾉﾀﾞｼ
353051,山口県,ﾔﾏｸﾞﾁｹﾝ,周防大島町,ｽｵｳｵｵｼﾏﾁｮｳ
353213,山口県,ﾔﾏｸﾞﾁｹﾝ,和木町,ﾜｷﾁｮｳ
353418,山口県,ﾔﾏｸﾞﾁｹﾝ,上関町,ｶﾐﾉｾｷﾁｮｳ
353434,山口県,ﾔﾏｸﾞﾁｹﾝ,田布施町,ﾀﾌﾞｾﾁｮｳ
353442,山口県,ﾔﾏｸﾞﾁｹﾝ,平生町,ﾋﾗｵﾁｮｳ
355020,山口県,ﾔﾏｸﾞﾁｹﾝ,阿武町,ｱﾌﾞﾁｮｳ
360007,徳島県,ﾄｸｼﾏｹﾝ,,
362018,徳島県,ﾄｸｼﾏｹﾝ,徳島市,ﾄｸｼﾏｼ
362026,徳島県,ﾄｸｼﾏｹﾝ,鳴門市,ﾅﾙﾄｼ
362034,徳島県,ﾄｸｼﾏｹﾝ,小松島市,ｺﾏﾂｼﾏｼ
362042,徳島県,ﾄｸｼﾏｹﾝ,阿南市,ｱﾅﾝｼ
362051,徳島県,ﾄｸｼﾏｹﾝ,吉野川市,ﾖｼﾉｶﾞﾜｼ
362069,徳島県,ﾄｸｼﾏｹﾝ,阿波市,ｱﾜｼ
362077,徳島県,ﾄｸｼﾏｹﾝ,美馬市,ﾐﾏｼ
362085,徳島県,ﾄｸｼﾏｹﾝ,三好市,ﾐﾖｼｼ
363014,徳島県,ﾄｸｼﾏｹﾝ,勝浦町,ｶﾂｳﾗﾁｮｳ
363022,徳島県,ﾄｸｼﾏｹﾝ,上勝町,ｶﾐｶﾂﾁｮｳ
363219,徳島県,ﾄｸｼﾏｹﾝ,佐那河内村,ｻﾅｺﾞｳﾁｿﾝ
363413,徳島県,ﾄｸｼﾏｹﾝ,石井町,ｲｼｲﾁｮｳ
363421,徳島県,ﾄｸｼﾏｹﾝ,神山町,ｶﾐﾔﾏﾁｮｳ
363685,徳島県,ﾄｸｼﾏｹﾝ,那賀町,ﾅｶﾁｮｳ
363839,徳島県,ﾄｸｼﾏｹﾝ,牟岐町,ﾑｷﾞﾁｮｳ
363871,徳島県,ﾄｸｼﾏｹﾝ,美波町,ﾐﾅﾐﾁｮｳ
363880,徳島県,ﾄｸｼﾏｹﾝ,海陽町,ｶｲﾖｳﾁｮｳ
364011,徳島県,ﾄｸｼﾏｹﾝ,松茂町,ﾏﾂｼｹﾞﾁｮｳ
364029,徳島県,ﾄｸｼﾏｹﾝ,北島町,ｷﾀｼﾞﾏﾁｮｳ
364037,徳島県,ﾄｸｼﾏｹﾝ,藍住町,ｱｲｽﾞﾐﾁｮｳ
364045,徳島県,ﾄｸｼﾏｹﾝ,板野町,ｲﾀﾉﾁｮｳ
364053,徳島県,ﾄｸｼﾏｹﾝ,上板町,ｶﾐｲﾀﾁｮｳ
364681,徳島県,ﾄｸｼﾏｹﾝ,つるぎ町,ﾂﾙｷﾞﾁｮｳ
364894,徳島県,ﾄｸｼﾏｹﾝ,東みよし町,ﾋｶﾞｼﾐﾖｼﾁｮｳ
370002,香川県,ｶｶﾞﾜｹﾝ,,
372013,香川県,ｶｶﾞﾜｹﾝ,高松市,ﾀｶﾏﾂｼ
372021,香川県,ｶｶﾞﾜｹﾝ,丸亀市,ﾏﾙｶﾞﾒｼ
372030,香川県,ｶｶﾞﾜｹﾝ,坂出市,ｻｶｲﾃﾞｼ
372048,香川県,ｶｶﾞﾜｹﾝ,善通寺市,ｾﾞﾝﾂｳｼﾞｼ
372056,香川県,ｶｶﾞﾜｹﾝ,観音寺市,ｶﾝｵﾝｼﾞｼ
372064,香川県,ｶｶﾞﾜｹﾝ,さぬき市,ｻﾇｷｼ
372072,香川県,ｶｶﾞﾜｹﾝ,東かがわ市,ﾋｶﾞｼｶｶﾞﾜｼ
372081,香川県,ｶｶﾞﾜｹﾝ,三豊市,ﾐﾄﾖｼ
373222,香川県,ｶｶﾞﾜｹﾝ,土庄町,ﾄﾉｼｮｳﾁｮｳ
373249,香川県,ｶｶﾞﾜｹﾝ,小豆島町,ｼｮｳﾄﾞｼﾏﾁｮｳ
373419,香川県,ｶｶﾞﾜｹﾝ,三木町,ﾐｷﾁｮｳ
373648,香川県,ｶｶﾞﾜｹﾝ,直島町,ﾅｵｼﾏﾁｮｳ
373869,香川県,ｶｶﾞﾜｹﾝ,宇多津町,ｳﾀﾂﾞﾁｮｳ
373877,香川県,ｶｶﾞﾜｹﾝ,綾川町,ｱﾔｶﾞﾜﾁｮｳ
374032,香川県,ｶｶﾞﾜｹﾝ,琴平町,ｺﾄﾋﾗﾁｮｳ
374041,香川県,ｶｶﾞﾜｹﾝ,多度津町,ﾀﾄﾞﾂﾁｮｳ
374067,香川県,ｶｶﾞﾜｹﾝ,まんのう町,ﾏﾝﾉｳﾁｮｳ
380008,愛媛県,ｴﾋﾒｹﾝ,,
382019,愛媛県,ｴﾋﾒｹﾝ,松山市,ﾏﾂﾔﾏｼ
382027,愛媛県,ｴﾋﾒｹﾝ,今治市,ｲﾏﾊﾞﾘｼ
382035,愛媛県,ｴﾋﾒｹﾝ,宇和島市,ｳﾜｼﾞﾏｼ
382043,愛媛県,ｴﾋﾒｹﾝ,八幡浜市,ﾔﾜﾀﾊﾏｼ
382051,愛媛県,ｴﾋﾒｹﾝ,新居浜市,ﾆｲﾊﾏｼ
382060,愛媛県,ｴﾋﾒｹﾝ,西条市,ｻｲｼﾞｮｳｼ
382078,愛媛県,ｴﾋﾒｹﾝ,大洲市,ｵｵｽﾞｼ
382108,愛媛県,ｴﾋﾒｹﾝ,伊予市,ｲﾖｼ
382132,愛媛県,ｴﾋﾒｹﾝ,四国中央市,ｼｺｸﾁｭｳｵｳｼ
382141,愛媛県,ｴﾋﾒｹﾝ,西予市,ｾｲﾖｼ
382159,愛媛県,ｴﾋﾒｹﾝ,東温市,ﾄｳｵﾝｼ
383562,愛媛県,ｴﾋﾒｹﾝ,上島町,ｶﾐｼﾞﾏﾁｮｳ
383864,愛媛県,ｴﾋﾒｹﾝ,久万高原町,ｸﾏｺｳｹﾞﾝﾁｮｳ
384011,愛媛県,ｴﾋﾒｹﾝ,松前町,ﾏｻｷﾁｮｳ
384020,愛媛県,ｴﾋﾒｹﾝ,砥部町,ﾄﾍﾞﾁｮｳ
384224,愛媛県,ｴﾋﾒｹﾝ,内子町,ｳﾁｺﾁｮｳ
384429,愛媛県,ｴﾋﾒｹﾝ,伊方町,ｲｶﾀﾁｮｳ
384844,愛媛県,ｴﾋﾒｹﾝ,松野町,ﾏﾂﾉﾁｮｳ
384887,愛媛県,ｴﾋﾒｹﾝ,鬼北町,ｷﾎｸﾁｮｳ
385069,愛媛県,ｴﾋﾒｹﾝ,愛南町,ｱｲﾅﾝﾁｮｳ
390003,高知県,ｺｳﾁｹﾝ,,
392014,高知県,ｺｳﾁｹﾝ,高知市,ｺｳﾁｼ
392022,高知県,ｺｳﾁｹﾝ,室戸市,ﾑﾛﾄｼ
392031,高知県,ｺｳﾁｹﾝ,安芸市,ｱｷｼ
392049,高知県,ｺｳﾁｹﾝ,南国市,ﾅﾝｺｸｼ
392057,高知県,ｺｳﾁｹﾝ,土佐市,ﾄｻｼ
392065,高知県,ｺｳﾁｹﾝ,須崎市,ｽｻｷｼ
392081,高知県,ｺｳﾁｹﾝ,宿毛市,ｽｸﾓｼ
392090,高知県,ｺｳﾁｹﾝ,土佐清水市,ﾄｻｼﾐｽﾞｼ
392103,高知県,ｺｳﾁｹﾝ,四万十市,ｼﾏﾝﾄｼ
392111,高知県,ｺｳﾁｹﾝ,香南市,ｺｳﾅﾝｼ
392120,高知県,ｺｳﾁｹﾝ,香美市,ｶﾐｼ
393011,高知県,ｺｳﾁｹﾝ,東洋町,ﾄｳﾖｳﾁｮｳ
393029,高知県,ｺｳﾁｹﾝ,奈半利町,ﾅﾊﾘﾁｮｳ
393037,高知県,ｺｳﾁｹﾝ,田野町,ﾀﾉﾁｮｳ
393045,高知県,ｺｳﾁｹﾝ,安田町,ﾔｽﾀﾞﾁｮｳ
393053,高知県,ｺｳﾁｹﾝ,北川村,ｷﾀｶﾞﾜﾑﾗ
